-4.84391,-6.3627,-4.193
-1.44713,-1.9253,-1.2422
3.86934,3.1755,4.1667
8.08949,10.1925,7.1882
2.65498,2.0555,2.9119
-1.43759,-2.2155,-1.1042
6.36327,6.9792,6.0993
4.35778,2.9211,4.9735
-0.23298,-1.5137,0.3159
-9.68268,-9.9029,-9.5883
2.27486,4.1272,1.481
1.95808,2.1489,1.8763
4.56384,4.3796,4.6428
-2.29108,-3.996,-1.5604
6.38943,6.5036,6.3405
1.16432,0.3953,1.4939
-0.89365,-1.4764,-0.6439
4.97674,4.9451,4.9903
1.885,1.0597,2.2387
5.67819,5.7197,5.6604
1.21147,0.9468,1.3249
-7.92761,-7.0461,-8.3054
5.36327,5.7125,5.2136
4.26292,3.9013,4.4179
8.43463,9.603,7.9339
-0.96039,-1.011,-0.9387
-12.2176807,-10.6809,-12.876301
3.50502,3.0888,3.6834
6.12737,4.588,6.7871
4.60111,2.8201,5.3644
7.26408,7.9295,6.9789
3.07034,1.7143,3.6515
3.23915,2.9294,3.3719
2.11903,1.4184,2.4193
7.71052,9.2998,7.0294
-3.87138,-2.9331,-4.2735
-3.55011,-4.1897,-3.276
1.71266,2.6403,1.3151
6.10452,4.156,6.9396
-1.9034,-1.6381,-2.0171
0.62435,1.7447,0.1442
-1.26764,-1.4264,-1.1996
-0.97175,-1.1191,-0.9086
-5.2046,-5.3355,-5.1485
-5.74764,-4.9103,-6.1065
5.74975,4.8226,6.1471
4.65981,4.3565,4.7898
-2.91638,-3.3221,-2.7425
-2.90408,-1.0348,-3.7052
-5.60134,-5.2281,-5.7613
-0.91533,-0.7222,-0.9981
4.05117,3.6885,4.2066
-5.24562,-4.3478,-5.6304
-2.40646,-1.3636,-2.8534
-2.94316,-1.9129,-3.3847
13.21565,12.026,13.7255
1.83935,0.0967,2.5862
11.75706,10.8717,12.1365
3.29318,5.0268,2.5502
1.97982,1.908,2.0106
4.7726,3.6232,5.2652
3.05542,2.6224,3.241
3.06818,2.6661,3.2405
6.67546,7.2027,6.4495
1.3128,-1.4844,2.5116
1.68108,3.9096,0.726
-2.74746,-2.6174,-2.8032
1.3797,1.1067,1.4967
2.16997,2.0719,2.212
-2.11638,-1.5456,-2.361
2.85278,2.0069,3.2153
-0.23053,-0.0311,-0.316
-1.16767,-1.7227,-0.9298
-4.58568,-3.681,-4.9734
2.51294,2.2111,2.6423
-1.17165,-0.4496,-1.4811
-6.00018,-6.1427,-5.9391
0.5818,1.1838,0.3238
-1.95323,-0.3846,-2.6255
11.91318,11.2934,12.1788
-0.40068,-0.7546,-0.249
-0.19307,1.2357,-0.8054
-0.53344,-1.6596,-0.0508
2.31531,2.733,2.1363
7.60592,7.441,7.6766
0.86793,0.2534,1.1313
-1.54564,-1.4069,-1.6051
-0.58018,-1.4668,-0.2002
5.35806,5.2539,5.4027
0.51677,0.2829,0.617
1.18259,1.005,1.2587
-0.91578,-1.0779,-0.8463
-4.0916,-3.5708,-4.3148
3.73287,3.863,3.6771
7.15204,7.294,7.0912
4.44318,5.0358,4.1892
1.52245,2.2277,1.2202
6.14067,7.3446,5.6247
3.93962,5.188,3.4046
-1.10856,-1.0079,-1.1517
3.8288,4.4364,3.5684
-0.50023,1.0446,-1.1623
-6.33995,-5.3435,-6.767
7.57411,6.085,8.2123
-6.33467,-8.9841,-5.1992
4.84808,4.6672,4.9256
2.50214,3.2895,2.1647
-2.44011,-1.6237,-2.79
11.1475397,13.730399,10.0406
4.66232,4.2909,4.8215
2.17855,2.8243,1.9018
-0.85995,0.273,-1.3455
1.21078,0.3404,1.5838
4.78516,4.8168,4.7716
6.18901,5.0163,6.6916
3.67217,4.7767,3.1988
-0.79803,-1.2433,-0.6072
-23.71955,-22.1351,-24.3986
-6.01167,-7.9009,-5.202
7.96331,7.2162,8.2835
2.59661,1.3322,3.1385
5.43344,4.6451,5.7713
-0.69572,-3.4757,0.4957
1.43746,1.3123,1.4911
0.31848,0.6045,0.1959
4.48719,3.6481,4.8468
-1.1419,-0.0835,-1.5955
-2.67143,-3.0075,-2.5274
3.25262,3.6176,3.0962
1.89911,1.425,2.1023
-1.45105,-0.5785,-1.825
1.73433,0.8146,2.1285
6.06232,7.1301,5.6047
-1.42547,-2.579,-0.9311
1.88801,2.9889,1.4162
4.89855,5.4302,4.6707
3.72889,4.5166,3.3913
-1.00549,-0.9098,-1.0465
8.25164,10.1002,7.4594
2.09727,1.7507,2.2458
-0.72577,0.9291,-1.435
-2.64811,-1.0302,-3.3415
1.56367,2.3595,1.2226
2.11919,1.2556,2.4893
-6.58848,-6.1255,-6.7869
1.22854,1.7296,1.0138
2.533,1.8547,2.8237
-3.03786,-1.3762,-3.75
8.02283,9.5349,7.3748
-1.09723,0.6016,-1.8253
-0.26928,-0.0709,-0.3543
-8.50203,-8.0142,-8.7111
-5.1019,-4.5104,-5.3554
-1.78998,0.0814,-2.592
5.42511,5.0448,5.5881
2.75662,2.4139,2.9035
3.16478,2.8502,3.2996
7.4286,6.73,7.728
2.00657,1.8917,2.0558
0.20929,-0.0733,0.3304
3.94343,4.0352,3.9041
-3.91388,-4.2489,-3.7703
3.60285,5.2671,2.8896
1.88908,2.537,1.6114
-1.07088,-2.2165,-0.5799
1.52668,1.7693,1.4227
-4.44157,-3.8248,-4.7059
8.37686,11.0013,7.2521
0.22417,-3.1723,1.6798
2.22817,1.1914,2.6725
-0.96346,-2.0052,-0.517
2.222,2.4943,2.1053
0.7583,1.1062,0.6092
-1.28581,-1.6958,-1.1101
3.39842,4.0329,3.1265
-1.51305,-1.2922,-1.6077
0.97354,1.7273,0.6505
0.29443,-0.2158,0.5131
3.3984,4.1817,3.0627
1.69386,1.0955,1.9503
1.01685,0.2437,1.3482
2.02663,1.2966,2.3395
2.33792,3.1901,1.9727
-1.76934,-2.8059,-1.3251
1.97286,2.085,1.9248
0.52062,0.3928,0.5754
-0.03073,0,-0.0439
3.32676,3.3045,3.3363
0.37653,0.455,0.3429
2.19118,1.4482,2.5096
-1.63468,-2.2539,-1.3693
2.05266,2.4413,1.8861
3.03259,4.087,2.5807
-2.11058,-2.3392,-2.0126
-3.34934,-3.4276,-3.3158
0.87641,1.1576,0.7559
0.52464,0.6162,0.4854
-1.36968,-2.2752,-0.9816
2.4052,2.6103,2.3173
3.38767,3.7719,3.223
-2.5149,-3.5362,-2.0772
1.31267,1.8502,1.0823
-4.26144,-4.4118,-4.197
1.73719,1.3699,1.8946
1.98942,2.5819,1.7355
3.63377,3.2914,3.7805
2.30038,3.0897,1.9621
2.22284,3.0165,1.8827
2.91947,3.8154,2.5355
2.07626,1.7369,2.2217
3.05262,2.8716,3.1302
0.44862,0.6568,0.3594
3.47222,4.5106,3.0272
-0.89062,0.4706,-1.474
3.9819,5.4645,3.3465
1.69545,2.2453,1.4598
2.96077,3.0685,2.9146
1.44311,1.8321,1.2764
1.09209,1.3485,0.9822
1.84835,1.4105,2.036
1.94562,2.6354,1.65
-0.59566,-0.1401,-0.7909
-4.0101,-2.9391,-4.4691
2.51663,2.5111,2.519
5.20687,6.3415,4.7206
1.93439,2.1754,1.8311
7.52745,6.853,7.8165
-1.71966,-1.4237,-1.8465
5.38843,4.7718,5.6527
1.22851,1.0561,1.3024
-4.29174,-4.3105,-4.2837
5.4105,5.5442,5.3532
6.59545,6.096,6.8095
5.00639,4.8281,5.0828
7.75531,7.193,7.9963
-5.10407,-5.6738,-4.8599
6.09596,5.0328,6.5516
-2.70687,-2.4296,-2.8257
5.43602,4.7538,5.7284
1.7433,2.0156,1.6266
1.30444,0.3425,1.7167
6.46107,7.6223,5.9634
5.15644,5.108,5.1772
0.51302,1.1202,0.2528
-1.46445,-1.0574,-1.6389
2.99397,2.4941,3.2082
-1.09206,-2.1891,-0.6219
-13.4247393,-13.3266,-13.466799
5.98217,5.1001,6.3602
8.95672,7.1069,9.7495
5.05366,5.3814,4.9132
5.8798,5.0342,6.2422
1.12822,0.0988,1.5694
-1.95989,-1.9734,-1.9541
2.15587,2.5905,1.9696
4.64494,3.0124,5.3446
-1.81152,-2.1093,-1.6839
4.70022,4.1328,4.9434
-3.07479,-2.8706,-3.1623
-1.36554,-2.1802,-1.0164
-2.5229,-4.0265,-1.8785
5.62262,4.9096,5.9282
0.95338,0.3448,1.2142
4.29261,5.4068,3.8151
-4.15489,-4.4869,-4.0126
-2.15847,-2.5987,-1.9698
9.2337,9.5367,8.9307
-1.74845,-2.5943,-0.9026
0.3859,-0.3874,1.1592
1.4305,1.8182,1.0428
-1.6348,-2.0535,-1.2161
5.42235,6.6797,4.165
-3.1585,-2.4954,-3.8216
1.27525,0.2344,2.3161
-5.52225,-4.6773,-6.3672
1.70115,1.6948,1.7075
1.05175,-0.4496,2.5531
-6.19595,-5.8706,-6.5213
-5.97115,-6.8523,-5.09
6.6107,6.6359,6.5855
0.2415,-0.2165,0.6995
-3.37905,-3.4707,-3.2874
-1.4146,-1.9663,-0.8629
-5.3664,-5.5587,-5.1741
-7.6359,-6.7354,-8.5364
1.3341,1.6916,0.9766
6.5283,5.8221,7.2345
0.8068,0.5449,1.0687
-1.24355,-1.8697,-0.6174
-0.2927,-0.9219,0.3365
3.46435,3.2388,3.6899
-5.9287,-5.9531,-5.9043
-0.4608,-0.8951,-0.0265
-6.64265,-6.5807,-6.7046
-8.17585,-7.5967,-8.755
0.4764,1.0463,-0.0935
-10.22625,-10.2071,-10.2454
7.64465,7.9077,7.3816
4.8,3.8931,5.7069
-5.21675,-5.0485,-5.385
-3.547,-3.0303,-4.0637
-2.07365,-1.843,-2.3043
0.3966,0.4937,0.2995
7.74785,7.974,7.5217
5.3932,4.5968,6.1896
0.44295,0.6484,0.2375
1.6753,1.0737,2.2769
2.2301,1.6997,2.7605
-1.66745,-1.0446,-2.2903
5.34355,4.0816,6.6055
0.8822,1.0142,0.7502
5.0097,5.0401,4.9793
1.03495,1.2804,0.7895
1.2869,1.1378,1.436
-1.88485,-2.0471,-1.7226
-1.36205,-1.7275,-0.9966
1.1218,1.237,1.0066
1.99545,2.4437,1.5472
-2.9798,-3.1387,-2.8209
0.43765,0.1296,0.7457
1.6511,1.424,1.8782
1.98875,2.1059,1.8716
4.53245,4.625,4.4399
3.4335,3.7656,3.1014
-1.89225,-1.2167,-2.5678
2.3289,1.2903,3.3675
-1.61895,-1.4639,-1.774
-2.54545,-2.5867,-2.5042
2.98515,2.9572,3.0131
0.1768,0.6448,-0.2912
4.4572,4.3098,4.6046
-1.1527,-1.0609,-1.2445
1.28655,1.2415,1.3316
-0.978,-0.5017,-1.4543
3.0087,2.465,3.5524
0.8725,1.2069,0.5381
2.764,2.9268,2.6012
0.32825,0.1053,0.5512
1.13995,0.6148,1.6651
1.8764,1.569,2.1838
-3.1932,-4.0165,-2.3699
-0.1218,-0.2682,0.0246
1.0802,1.1834,0.977
2.17505,2.286,2.0641
2.7456,3.1705,2.3207
2.71395,2.5189,2.909
1.75325,2.2113,1.2952
0.7689,0.3742,1.1636
1.90565,1.5452,2.2661
-1.5366,-1.4265,-1.6467
0.838,0.7681,0.9079
4.27385,4.711,3.8367
3.1754,2.4583,3.8925
-0.9683,-0.5885,-1.3481
-2.79895,-2.1403,-3.4576
1.31825,1.396,1.2405
4.2781,4.4975,4.0587
1.0196,2.0202,0.019
-2.73535,-2.4107,-3.06
-1.052,-0.3996,-1.7044
-5.1276,-5.3977,-4.8575
-1.72045,-2.1021,-1.3388
-0.2558,0.6847,-1.1963
4.1903,4.0186,4.362
2.09155,2.3279,1.8552
-8.08895,-7.7444,-8.4335
0.00855,-0.3673,0.3844
1.259,0.8426,1.6754
-8.44435,-8.3029,-8.5858
-15.69285,-15.205,-16.1807
-7.6244,-7.589,-7.6598
1.14435,1.6348,0.6539
-7.47375,-6.8116,-8.1359
-10.16195,-9.4868,-10.8371
7.9091,7.7899,8.0283
8.68505,8.4067,8.9634
5.43135,6.4993,4.3634
0.42705,-0.0694,0.9235
7.6336,7.4254,7.8418
